title,url,company,location,easy_apply,age,query,search_location,viewed,applied,date_applied,skip,recruiter,,,,,,
React JavaScript Developer,/cmp/QuestGroup/jobs/React-Javascript-Developer-82a6a86342689e33?r=1&fccid=ba7c731bd0b6e5c1,QuestGroup,"Atlanta, GA",TRUE,13 days ago,,,TRUE,TRUE,20/07/2016 17:34,,,,,,,,
Front End Web Developer,/cmp/Benzinga/jobs/Front-End-Web-Developer-e58af213ae080f01?r=1&fccid=58d049b0331ea9d5,Benzinga,"Detroit, MI",TRUE,13 days ago,,,TRUE,TRUE,20/07/2016 17:34,,,,,,,,
Front-End Developer,/rc/clk?jk=6aea08919aed9295&fccid=b63e8e09552060ee,"Status Solutions, LLC","Columbus, OH",TRUE,18 days ago,,,TRUE,TRUE,20/07/2016 17:35,,,,,,,,
Web Developer,/cmp/InMotion-Software/jobs/Web-Developer-0eb295ca7760e9f2?r=1&fccid=f4fd48d2ead74fb7,"InMotion Software, LLC","Round Rock, TX",TRUE,20 days ago,,,TRUE,TRUE,20/07/2016 17:35,,,,,,,,
Front-End Developer,/rc/clk?jk=301dcba19ab6b2a3&fccid=9eaa8e8d74f88be5,RoundSphere,"Athens, GA",TRUE,14 days ago,,,TRUE,TRUE,20/07/2016 17:36,,,,,,,,
Web Developer,/cmp/StreetID/jobs/Web-Developer-b766824e3ee29cf2?r=1&fccid=97086f664a784db7,StreetID,"New York, NY",TRUE,30+ days ago,,,TRUE,TRUE,20/07/2016 17:37,,,,,,,,
Full Stack Developer (Javascript & LAMP),/rc/clk?jk=09db3a510afa2fcb&fccid=b39428387ba36c08,Baker,"Denver, CO",TRUE,5 days ago,,,TRUE,TRUE,20/07/2016 17:38,,,,,,,,
Web Developer,/rc/clk?jk=54b1845f6f41eb13&fccid=fc68da685e8aa986,"Zachary Piper, LLC","Raleigh, NC",TRUE,19 days ago,,,TRUE,TRUE,20/07/2016 17:38,,,,,,,,
"Front End Engineer (Champaign, IL)",/rc/clk?jk=38533c3e1270ed7d&fccid=ac78d824c818d8e5,CloudFlare,"Champaign, IL",TRUE,13 days ago,,,TRUE,TRUE,20/07/2016 17:39,,,,,,,,
Front End Developer,/cmp/BrowseTech/jobs/Front-End-Developer-3965912aa557351e?r=1&fccid=741cfa96cca2f05e,BrowseTech,"Austin, TX 78746",TRUE,23 hours ago,,,TRUE,TRUE,20/07/2016 17:39,,,,,,,,
Front-End Developer,/rc/clk?jk=38a63963049c230b&fccid=76d96f0d43e39574,Remitly,"Seattle, WA",TRUE,19 days ago,,,TRUE,TRUE,20/07/2016 17:40,,,,,,,,
Full Stack Engineer,/rc/clk?jk=d4df17fd4ceb3a26&fccid=17deafb845ac1078,Alloy,"New York, NY 10001 (Chelsea area)",TRUE,30+ days ago,,,TRUE,TRUE,20/07/2016 17:40,,,,,,,,
Full Stack Engineer,/rc/clk?jk=036ce87fc2b8f01b&fccid=eae706965df860ed,Comprehend,"Redwood City, CA",TRUE,30+ days ago,,,TRUE,TRUE,20/07/2016 17:41,,,,,,,,
Web Application Developer,/cmp/Works24/jobs/Web-Application-Developer-add2ae6ce15ac68c?r=1&fccid=e4849f21f00fdfa1,Works24,"Edmond, OK",TRUE,4 days ago,,,TRUE,TRUE,20/07/2016 17:42,,,,,,,,
"Web Front-End Engineer, Growth",/rc/clk?jk=d8d138704108b4f8&fccid=5c70ba888d8ca883,Yummly,"Redwood City, CA",TRUE,10 days ago,,,TRUE,TRUE,20/07/2016 17:42,,,,,,,,
Front End Developer,/cmp/Copperfield-Digital-Services/jobs/Front-End-Developer-38d1697c9cf6c52e?r=1&fccid=6c575b401324307b,Touch Brain Digital,"Salt Lake City, UT",TRUE,1 day ago,,,TRUE,TRUE,20/07/2016 17:43,,,,,,,,
Web Developer,/cmp/ABS-Technology-Architects/jobs/Web-Developer-d632bba19df09778?r=1&fccid=69df95b948655b91,ABS Technology,"Arlington, VA",TRUE,30+ days ago,,,TRUE,TRUE,20/07/2016 17:43,,,,,,,,
Front End Developer,"/cmp/Text2drive,-LLC/jobs/Front-End-Developer-0672a04fdccc4d9e?r=1&fccid=716a967d269925ff","Text2drive, LLC","Waukesha, WI 53186",TRUE,5 days ago,,,TRUE,TRUE,20/07/2016 17:44,,,,,,,,
Front End Engineer,/rc/clk?jk=f5a16389293bf99f&fccid=1cbe7d59a6dc275d,Docker,"San Francisco, CA",TRUE,25 days ago,,,TRUE,TRUE,20/07/2016 17:44,,,,,,,,
Web Developer,/cmp/Infopaginas/jobs/Web-Developer-7935bd6e88858693?r=1&fccid=c105b28aea19cc7e,Infopáginas,"San Juan, PR",TRUE,30+ days ago,,,TRUE,TRUE,20/07/2016 17:46,,,,,,,,
React Developer,/cmp/Sports-Marketing/jobs/React-Developer-5c3329737cf92676?r=1&fccid=d1827b021ffa6e6f,EliteGuardTraining.com,"New York, NY",TRUE,30+ days ago,,,TRUE,TRUE,20/07/2016 17:46,,,,,,,,
Ruby on Rails Developer,/pagead/clk?mo=r&ad=-6NYlbfkN0BH20TH0OhdG_JrbkHSr9Xk6W-JaoPFyC-YioAEhaFo_UYPqLeWng_EBefrnEmEzp3rKD8w_LNUtz921bJzNOPzJDTfmO_Rat4_WtsQOIFaCjSYACWqAMGzykwVwZ5cFFjRY-So0p-g8DAt73bZDGI2VX3sxuuO1fAbwXoXc-V7EzBrosOZjyEYFNRxbac6ETsfSLe_z3oEgIE2PeifbVJwrFc7hyL4SUVU4P7vw5S_qXFdzvNjFN7-J6Cds7OQLAaT-mKG8bIMU1xY4SHSlBpn809_8FskqH7Wj33BBjK1Dspix15HhOoL9Ar71YAlUxb2B33KteXafGoRGUJ6KDk4yUeS9ihUO43WhkDp3T13-sw8PMpXJXQGlstckSECrj69YQkzFz_exZMxetfkV8d5D8qtAKpOvvOcmrDN3q1q-9jyRbAzb3oRqFm8DIlLWoI=&p=1&sk=&fvj=1,KidsTrade,"New York, NY",TRUE,31,ruby on rails,new york city,TRUE,TRUE,21/06/2016 14:12,,,,,,,,
Full Stack Web Developer,/cmp/Waywire.com/jobs/Full-Stack-Web-Developer-f4035fc3ccc50203?r=1&fccid=fb215b95bcf598a4,Waywire.com,"New York, NY",TRUE,0,ruby on rails,new york city,TRUE,TRUE,21/06/2016 14:33,,,,,,,,
Full Stack Web Developer,/cmp/Cyverasia/jobs/Full-Stack-Web-Developer-d25a314760f266b1?r=1&fccid=ec872e5827d99034,Cyverasia,"New York, NY 10001 (Chelsea area)",TRUE,5,ruby on rails,new york city,TRUE,TRUE,21/06/2016 14:33,,,,,,,,
Ruby on Rails Developer,/rc/clk?jk=870b2a5170976ba4&fccid=ef4ef175212ffb1e,Celmatix,"New York, NY 10005 (Financial District area)",TRUE,5,ruby on rails,new york city,TRUE,TRUE,21/06/2016 14:33,,,,,,,,
Ruby on Rails Developer,/cmp/Real-Life-Sciences/jobs/Ruby-Rail-Developer-388abe5fd14f2f6a?r=1&fccid=a301cab55d9b1263,Real Life Sciences,"New York, NY",TRUE,17,ruby on rails,new york city,TRUE,TRUE,21/06/2016 14:33,,,,,,,,
Ruby on Rails Engineer,/rc/clk?jk=28745f798de1c1ba&fccid=ac747cfaa2c85912,Movable Ink,"New York, NY",TRUE,19,ruby on rails,new york city,TRUE,TRUE,21/06/2016 14:33,,,,,,,,
Full Stack Developer,/cmp/Mondo/jobs/Full-Stack-Developer-e3163b10c0d4bc96?r=1&fccid=0dd1345d80423eb6,Mondo,"New York, NY",TRUE,11,ruby on rails,new york city,TRUE,TRUE,21/06/2016 14:36,,,,,,,,
Full Stack Software Engineer,/rc/clk?jk=9c151108cfd3dc63&fccid=ce0a8eb75a5ecab9,Freshly,"New York, NY",FALSE,4,ruby on rails,new york city,TRUE,TRUE,21/06/2016 14:39,,,,,,,,
Ruby on Rails Engineer,/rc/clk?jk=a5a8dc7ac1ba9353&fccid=abb846c3d3029bfe,Listen,"New York, NY",FALSE,20,ruby on rails,new york city,TRUE,TRUE,21/06/2016 14:46,,,,,,,,
Full Stack Engineer,/cmp/J2--Solutions/jobs/Full-Stack-Engineer-ac62a576bc151660?r=1&fccid=ec7c36e0e609f88b,J2 Solutions LLC,"New York, NY 10001 (Chelsea area)",TRUE,28,ruby on rails,new york city,TRUE,TRUE,21/06/2016 14:48,,,,,,,,
Full Stack Engineer,/rc/clk?jk=680cbff901d20ad2&fccid=25918e1f841ec2aa,Justworks,"New York, NY",FALSE,10,ruby on rails,new york city,TRUE,TRUE,21/06/2016 14:52,,,,,,,,
DevOps Engineer,/rc/clk?jk=f328808e059e32c6&fccid=dc55ba6e7c37067b,Blue Apron,"New York, NY 10013 (Tribeca area)",FALSE,2,ruby on rails,new york city,TRUE,TRUE,21/06/2016 14:55,,,,,,,,
Full Stack Engineer - NYC,/rc/clk?jk=73a39f71bff7c0ea&fccid=8f6377f61ae8f16c,WeddingWire,"New York, NY 10001 (Chelsea area)",FALSE,18,ruby on rails,new york city,TRUE,TRUE,21/06/2016 15:05,,,,,,,,
"Software Engineer, The Huffington Post",/rc/clk?jk=b0e2575a67fa2be5&fccid=c5b80c5cac83f346,Huffington Post,"New York, NY",FALSE,19,ruby on rails,new york city,TRUE,TRUE,21/06/2016 15:05,,,,,,,,
Full Stack Ruby on Rails Developer,/rc/clk?jk=43b5f6daeb8130dd&fccid=a6920e0a635e5c4e,Workbridge Associates,"New York, NY",FALSE,0,ruby on rails,new york city,TRUE,TRUE,21/06/2016 15:55,,,,,,,,
Ruby on Rails Developer,/cmp/Skyline-Recruiting-Solutions/jobs/Ruby-Rail-Developer-b48f08b5a86c5f2b?r=1&fccid=f43af93e18d1ffc1,SKYLINE RECRUITING SOLUTIONS,"New York, NY",TRUE,6,ruby on rails,new york city,TRUE,TRUE,21/06/2016 15:55,,,,,,,,
Operations Engineer,/rc/clk?jk=1ede3ca98c1957d9&fccid=bb0aec68dcf6568e,Kickstarter.com,"New York, NY",FALSE,5,ruby on rails,new york city,TRUE,TRUE,21/06/2016 15:56,,,,,,,,
Contract Ruby Developer,/rc/clk?jk=03e9050b0312a00d&fccid=4a2d2fbadf14d480,Jobspring Partners,"New York, NY",FALSE,7,ruby on rails,new york city,TRUE,TRUE,21/06/2016 15:56,,,,,,,,
Ruby on Rails Developer,/rc/clk?jk=56f97b864e65c99b&fccid=ccd796b1d2d3e16b,Smith & Keller,"Manhattan, NY",FALSE,1,ruby on rails,new york city,TRUE,TRUE,21/06/2016 16:04,,,,,,,,
Developer (Contractor),/cmp/Sanctuary-Computer/jobs/Developer-7d3cddecfee6b30d?r=1&fccid=a3b9e6760999958f,Sanctuary Computer,"New York, NY",TRUE,18,ruby on rails,new york city,TRUE,TRUE,21/06/2016 16:05,,,,,,,,
Junior Ruby on Rails Developer,/rc/clk?jk=ce634e6f766540f9&fccid=ccd796b1d2d3e16b,Smith & Keller,"New York, NY",FALSE,3,ruby on rails,new york city,TRUE,TRUE,21/06/2016 16:07,,,,,,,,
Ruby on Rails Developer,/cmp/TEEMA-Group/jobs/Ruby-Rail-Developer-511c0b179b9dbdea?r=1&fccid=7329ff74f9eb78c7,Teema Group,"New York, NY",TRUE,17,ruby on rails,new york city,TRUE,TRUE,21/06/2016 16:07,,,,,,,,
Ruby on Rails Developer (Sports Data Platform),/pagead/clk?mo=r&ad=-6NYlbfkN0DnZsfBVzE3AT62ZydLPyl6VbYM1lm6GQC6krhoKCuiOHhoA2vwKd-1MNp2sVINdxqgGgr3aUiB_YIrNWK_tssxhSsPjT3mW0EejJVmfASI0FKVPHMDoAyVRLTLsz_3_u8N6-Tn6Jr07SV9hcwCF7LyDgkAZgAtEH2hoiSOgh2Gy9qYUeitKaxFIWs07KQ9pAgzRft6ovNXwaVwiwlewyO3EWTUEftw4baYpF4o63JfVcqjyULs03TJ6KQriJsxt9aEIxqHlqKgKm-TwmdZbzd2wJaup2_W_OGoxA6Jw6hblDrJ8-TcENtvGSTDr5IwmaMheoq5LXHbBT5X6bgU6Y3mmgCWD5RdlgErlNUoO0SSmd9hZ9xli5ScxNtuXjKsWccer9ANWUnRgchas0haRJSHpaCfigSHQfTlu6i0x0j8sNZojjIT5B3ZEFp9x5jH4ot6VvFmew9kXA==&p=1&sk=&fvj=1,Stealth Talent,"New York, NY",TRUE,26,ruby on rails,new york city,TRUE,TRUE,21/06/2016 16:08,,,,,,,,
1 Year Ruby on Rails Developer,/rc/clk?jk=1595aedfa6650361&fccid=4a2d2fbadf14d480,Jobspring Partners,"New York, NY",FALSE,14,ruby on rails,new york city,TRUE,TRUE,21/06/2016 16:10,,,,,,,,
Full Stack Ruby on Rails Engineer,/cmp/Teema-Solutions-Group/jobs/Full-Stack-Ruby-Rail-Engineer-27e9cfa07ae46d2e?r=1&fccid=29180d67b5181f8d,TEEMA Solutions Group,"New York, NY",TRUE,3,ruby on rails,new york city,TRUE,TRUE,21/06/2016 16:23,,,,,,,,
Full Stack Ruby Developer,/rc/clk?jk=d800a5e760cbcc79&fccid=a6920e0a635e5c4e,Workbridge Associates,"New York, NY",FALSE,7,ruby on rails,new york city,TRUE,TRUE,21/06/2016 16:23,,,,,,,,
Ruby on Rails Developer,/pagead/clk?mo=r&ad=-6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4egtWG7B_uAPPicajqzbiXy5mLHNIjeQ_G5hJm7jDCtNW7o0xfQffWi2vOnDVgBQOnD4hz0zzLTNPiFa-KFZMUr3U_5F2xwvAmXS15cKLVV7GJw2yM1D2ehQMQUQPrSprnRyYPgdRu9edJKA8EQvP5PpvC5oNPF3ACwMXyM5gw3fdlDqtmN86kYBabhRqcyNijVeKOqyE3e35prV8JUON9ToXZ9b1zW1qPdDDJkkMszP0jy3j-zlxoiXS6Cxe1REJVNRm1CBhTtNYnxbF3Q_2AmyibGoHxEHWPlfDF_gHGANu8DBBbbNgRUl2-zk8XNGOWPULk_f-oOUHlTBiqGrhkB0WGnxi8JNEkEqPa-jdWDbJLtdWBeogpt1SxwTg6EOkXifwbvkr55xVmqObazFUbagktQ1CyARRd2yF9Ome7yFo62PRT3bPX3PYTWVqlCrPN-u9gEgamVCjvR3Adp-USQ-jv0s6BZQaEdOzys1WponfouAl4QlaLgW_1rVhyrZtknuoiN2o_YqD46nw8CeEdKgVXIGKzi0t3-tyLOAh3IsroDwoBgZp65A5ovWQhCZ1gZUFJGsjyzm1HNrIc6rwsPTj-gjxImm5UPTIUtdnzN415Q8_xJGdvIM=&p=1&sk=&fvj=0,CyberCoders,"New York, NY",FALSE,18,ruby on rails,new york city,TRUE,TRUE,21/06/2016 20:08,,,,,,,,
Back End Software Developer,/rc/clk?jk=a176bb859d71116b&fccid=34ec60f2f7acb364,Literacy Design Collaborative,"New York, NY",FALSE,10,ruby on rails,new york city,TRUE,TRUE,21/06/2016 20:09,,,,,,,,
Web Developer,/cmp/TOUJOULA/jobs/Web-Developer-7d616ad4d2221761?r=1&fccid=6cde14b3ee4d4c22,TOUJOULA,"Valley Stream, NY 11581",TRUE,5,ruby on rails,new york city,TRUE,TRUE,21/06/2016 20:20,,,,,,,,
UI/UX Product Designer / Developer,/rc/clk?jk=f9636bca83de7abd&fccid=3f69fd1ddffd37e3,Gabriel & Co.,"New York, NY 10036 (Clinton area)",TRUE,11,ruby on rails,new york city,TRUE,TRUE,21/06/2016 20:29,,,,,,,,
QA Engineer,/rc/clk?jk=229ab828deb302c5&fccid=dda55224ec37171e,StreetEasy,"New York, NY",FALSE,15,ruby on rails,new york city,TRUE,TRUE,21/06/2016 20:33,,,,,,,,
"Software Engineer, Warehouse Management System",/rc/clk?jk=0e77c3fb017447c1&fccid=dc55ba6e7c37067b,Blue Apron,"New York, NY 10013 (Tribeca area)",FALSE,24,ruby on rails,new york city,TRUE,TRUE,21/06/2016 20:36,,,,,,,,
Junior Front End Developer,/rc/clk?jk=2cc091f532cbacb9&fccid=ccd796b1d2d3e16b,Smith & Keller,"New York, NY",FALSE,7,ruby on rails,new york city,TRUE,TRUE,21/06/2016 20:40,,,,,,,,
Web Development Immersive Instructor,/rc/clk?jk=c3d04ff2ae9623b0&fccid=a4cd0efa7775ecd2,General Assembly,"New York, NY 10010 (Gramercy area)",TRUE,13,ruby on rails,new york city,TRUE,TRUE,21/06/2016 20:44,,,,,,,,
Lead Full-Stack Engineer,/rc/clk?jk=e4e43ba9e36e1570&fccid=66c1d693d9c00576,Crowdtap,"New York, NY",FALSE,24,ruby on rails,new york city,TRUE,TRUE,21/06/2016 20:47,,,,,,,,
JavaScript Engineer opportunity,/cmp/The-Dedham-Group/jobs/Javascript-Engineer-Opportunity-27394843f0cd6454?r=1&fccid=6258591d26014c61,The Dedham Group (Midtown West),"New York, NY 10119 (Chelsea area)",TRUE,27,ruby on rails,new york city,TRUE,TRUE,21/06/2016 23:45,,,,,,,,
Ruby on Rails Developer (W2 employee only),/cmp/New-York-Technology-Partners/jobs/Ruby-Rail-Developer-348ccd5d06b37bb2?r=1&fccid=77a105ed7e26e24d,New York Technology Partners,"New York, NY",TRUE,7,ruby on rails,new york city,TRUE,TRUE,21/06/2016 23:46,,,,,,,,
SDET (Software Developer Engineer in Test),/rc/clk?jk=705cc38c308b950e&fccid=3e34ac4ae73849ba,Medidata Solutions,"New York, NY 10003 (Greenwich Village area)",FALSE,6,ruby on rails,new york city,TRUE,TRUE,22/06/2016 20:08,,,,,,,,
Front End Engineer,/pagead/clk?mo=r&ad=-6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4egtWG7B_uAPPicajqzbiXy7FRWpq5orAU2jVKL3aiaf2kwVSIfNidLq5924FWYSp3uUNhUvnXH8-320EukNLSWgMyFm8_BoM5XGjCv9GqKgSEuUPO5iXfbkJ16wuD_NEstGVyHwcBRyb1fM0GeW6IjehVMWH5gygWQdP_DdM3UjnWDGpopIkP0uqKgQx9BZjYl7QzcylOEfu3v1ffgLk7DSWVyuUWv6P9-BZfH-rs6j2x7iPFZjvGQif2VsrlXtwvHVDOss6gF3_JMvJQCsoi3_QNNutm2rkz8gZT7MAs80dT_OEJuMfn9MokbMXqRxexxoA0Z7XvffO6nOyPQMv_p06YlgIS7-EE5y88D0IBMIec6E8mmdAczIO9cqkFeynI4LdZpTiRdehXtMhKtgD_5Kz7EaSq3j67xGFr0x4tzjXNnT_r6XGMK2edW7m5lVUc9gxNjYhKttOxXy0TXzwvdATRXC4M8cadvuk1fW-0n2izVQrmLXJ_Bi6qQU21J9bxLqiK5fMNHhom21tUjIV8ZkL3G4Oc3U3BD9pEmmAh7abqZZrH8f1uKXGPdtD8TJjqtzT0EyRN9-E2uq7DNcxVUrgLzyBWpcB2ysh8PHIL3p2&p=1&sk=&fvj=0,CyberCoders,"New York, NY",FALSE,3,ruby on rails,new york city,TRUE,TRUE,23/06/2016 11:28,,,,,,,,
Data Engineer,/rc/clk?jk=93bc966a66e55eed&fccid=42eb4b40b1c2ae00,MLB Advanced Media,"New York, NY 10011 (Chelsea area)",FALSE,18,ruby on rails,new york city,TRUE,TRUE,23/06/2016 11:39,,,,,,,,
FULL STACK DEVELOPER,/rc/clk?jk=d3cfb3338f1450bf&fccid=a6eb891e87503d5a,TW Staffing Solutions,"Brooklyn, NY 11201",TRUE,19,ruby on rails,new york city,TRUE,TRUE,23/06/2016 11:40,,,,,,,,
Front End Developer - Full Time -Must have React.js!,/rc/clk?jk=7e9020709c334ee2&fccid=95b7965f6a9f8bc2,Creative Circle,"New York, NY",TRUE,18,ruby on rails,new york city,TRUE,TRUE,23/06/2016 11:43,,,,,,,,
Ruby on Rails Engineer – Full Stack,/rc/clk?jk=192daa30062b3cfa&fccid=ccd796b1d2d3e16b,Smith & Keller,"New York, NY",FALSE,25,ruby on rails,new york city,TRUE,TRUE,23/06/2016 11:44,,,,,,,,
Web Developer,/pagead/clk?mo=r&ad=-6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4egtWG7B_uAPPicajqzbiXy6Iu_cRcGJ_jTophr7AxWeKpR0ZgzozbvzA7SFuXM-djVQNSZvmC4XjAXeTou0A44lFDfeCk7wEdZLinKMx2O14DPZbtjzBM3WwqhL7cG2nrhfZ_SwJ2G63MwFCYC0_hwGYgMCulXC0EEVWcG_nCbw9ZWTVr1R-X9VqA7wSkBgRxDIkg3Elhy9mIx4FZd6BYTTG3VGi9K-bq_wgvSL53Zv1aIcmwNgTv7ybgkvU62FAKsXWCEPLK-erAeVIPZTsM_SnbuJIpa5tOdWQnV8F5QdPxPIiFEBjxGdrbh4yQNxzVKo_BcczZJFS778i1mBjUSoBwC_pS9JIApWlmYiGFf-WvY7Dtvcm-1mdsdp_Cidrf5wpKCeyNb4ZVFpDRce4B6Q_-QQa_LiIMIkW1hmMPwZDjZG3xV03xtNhFQlC-cOXC2bvhv_L1GViJVweePpOluRF-0NOuozeeLKOzxmjK0O2KUnlQeZSTQHz-wRtOGcPmkrkc0f_QxgC-uPIGUdATUyaU8shlaxlLPfQM7UJxefVaizsRFIICOoa6yFBI885lKRKiEqtI6T4TVuSxCURTesMrsarXqm_X8MLSHDhWvwf&p=1&sk=&fvj=0,CyberCoders,"New York, NY",FALSE,12,ruby on rails,new york city,TRUE,TRUE,23/06/2016 11:45,,,,,,,,
Ruby on Rails Engineer,/rc/clk?jk=433c08b290c0504d&fccid=a6920e0a635e5c4e,Workbridge Associates,"Brooklyn, NY",FALSE,14,ruby on rails,new york city,TRUE,TRUE,23/06/2016 11:47,,,,,,,,
Ember JavaScript Developer,/pagead/clk?mo=r&ad=-6NYlbfkN0B-PqtJkJBxcFK4No1YgA2WlSENonneqf5M1RRYe1Adl3smpBg2O2tXuJAvtH0CfCjLOO2cyNcLj_1NkRzqLoQHFRngC2VsA5F5XzVVH93NFoB2ewathpZoN6hPe1-_GrRe2TwWrdf0-02_dEHUZ7joaC94t93uob46gWLrrB-v9jg8vq_qiIxZyaDrar6kLGiIAsNMJQ3OBV8mNQq_jccb_90ELsWZy5QQAxBuc0uYR0jwReOC4m_9BTkHW16gZG9JoFY0KiCiS-Ssnl6AvJuxgAPNNUSNFgFv2EQHPdfmP4O8emhA0hrN7HJB8u9dBHAtXtQ68VAnlH2auIA2Da_0DvysW1NBNl4Tr00OpSS74ff7imXH-JbDPCaI67lxfy1LPl61uOvmK4xZeGsY6Y5lr1OhA9fwHUKV3fuOd4w5cZqMGgPORjVwRiNW3FwgT1I8XgdterBYnofkIInoFK0e-acD4WMB1Y2VwOTsfTLzidPTmDREBS_HvIDdhkE984MAGWOV6UP8I95w_Xu6e9LNfObqXu8tJ0hzQKyH5yRvfIhWOUGC7c-Xf3SWgtZN9pOsobUr82us8gcA5w5IxeOHDb3BlrSOxtaWtQvJhPslxkAITWmO7Dpenam60jCKV_-Zj1ieh5wyrA==&p=2&sk=&fvj=0,Execu | Search,"New York, NY",FALSE,14,ruby on rails,new york city,TRUE,TRUE,23/06/2016 11:48,,,,,,,,
DevOps Engineer,/rc/clk?jk=08f5bc8cfa794fc9&fccid=bd77e92c73ca8df3,Rent the Runway,"New York, NY 10013 (Tribeca area)",TRUE,7,ruby on rails,new york city,TRUE,TRUE,23/06/2016 11:50,,,,,,,,
Front End Software Engineer,/rc/clk?jk=41edb15c6a5a5eb1&fccid=ccd796b1d2d3e16b,Smith & Keller,"Brooklyn, NY",FALSE,8,ruby on rails,new york city,TRUE,TRUE,23/06/2016 11:51,,,,,,,,
Ruby on Rails Software Developer,/rc/clk?jk=4e27ba57c7f706ce&fccid=ccd796b1d2d3e16b,Smith & Keller,"Brooklyn, NY",FALSE,20,ruby on rails,new york city,TRUE,TRUE,23/06/2016 11:51,,,,,,,,
VP of Engineering: Great front-end and back-end developer,/rc/clk?jk=b63339d78e1d04af&fccid=068406d6c4205250,Function of Beauty,"New York, NY",FALSE,27,ruby on rails,new york city,TRUE,TRUE,23/06/2016 11:55,,,,,,,,
Systems Engineer,/rc/clk?jk=b653ea7d241fd7ac&fccid=c0284a26116bc063,Next Step Systems,"New York, NY",FALSE,16,ruby on rails,new york city,TRUE,TRUE,23/06/2016 12:02,,,,,,,,
Senior Software Developer,/rc/clk?jk=efadf7eaa45abd8e&fccid=5b0288fa591ac208,DEPARTMENT OF TRANSPORTATION,"Manhattan, NY",FALSE,24,ruby on rails,new york city,TRUE,TRUE,23/06/2016 12:22,TRUE,,,,,,,
Front End Engineer,/rc/clk?jk=6e1b559860a23ff9&fccid=ccd796b1d2d3e16b,Smith & Keller,"New York, NY",FALSE,12,ruby on rails,new york city,TRUE,TRUE,23/06/2016 12:23,,,,,,,,
Front End Developer,/rc/clk?jk=f6f3bba7e66cd37e&fccid=ea0afd5c2a813ac2,Elevate Recruiting Group,"New York, NY",FALSE,27,ruby on rails,new york city,TRUE,TRUE,23/06/2016 12:27,,,,,,,,
Ruby on Rails Technologist,/rc/clk?jk=503e7ef4246a4acd&fccid=4a2d2fbadf14d480,Jobspring Partners,"New York, NY",FALSE,7,ruby on rails,new york city,TRUE,TRUE,23/06/2016 14:29,,,,,,,,
Full Stack Engineer,/pagead/clk?mo=r&ad=-6NYlbfkN0AZm4mW_3qilwDyyWp4IOV48eqBGKI46ysGW1XMQlHSiwxj0eWBGRbYLEZyoR8-S8mjgdvKMRNqKFc7ePC1WU_vGPF6e6zyJ1FOd1MvtyjGMdIOyIbrVvkaeXDZxn3hNgXep8plH4IdlYXEICSxK2YA-Dn7UJWC160CAUVyhqKEiTI55q11CnAR4BejAmqycACLNCaNJ9UvWxTiX9Abrecas6UpXsXFxghxwqyMI1T8BKswlq6Vvvo9iT5SfeAMzhFgoUs4wsEbNk0sHZc6yJ8qpFWTsakrxh6vtQ-tcl-eWnk6ss34iBe6wcouIcu8bX9Q4EC-s7kWuJA5yo9Gf0NoJpFVt7_xUEn0GApwsw3Xh8Pwmu0XeAg7R6mABA4jUziZUqqFPhU9jzV4sy56W9UK5IPkTZNhpy81oYhjTpdBVDjud8v2IqR_LzddogG9FkDb8IvtzLhoYtXCKTYu6Fr_ac4-v2VmMk6yngp-TFg9Y2sfCc8UpvCFv9Ao_FnkHyqQA9vW4FjgVv9A7TY0szaUtxrNqhol58AkHVcisvkA0d2nTjdKHCW4ZUyD9j7wPhCYn2YaIDVyg5PKhmbjwg5MEyjnF9rR0inykiJj1R0rSqo5BIUAWvwLkWx5cANu2XfKwOyFItQPDz-j_2T62mupIiDrX6KGX8MpcQHh53_dEzdWljx4GUINVwKXGbG6Rwb6JndSTrKBoA==&p=3&sk=&fvj=0,Handy,"New York, NY",FALSE,3,ruby on rails,new york city,TRUE,TRUE,23/06/2016 14:30,,,,,,,,
