title,url,company,location,easy_apply,age,query,search_location,viewed,applied,date_applied,skip,recruiter,,,,,,
p_89c8d459753418b7,Lead UX Designer,/rc/clk?jk=89c8d459753418b7&fccid=a30cb023664efb79,PowerReviews,"Chicago, IL",TRUE,30+ days ago,,,TRUE,23/08/2016 15:32,,,,,,,,
p_204aecbbb2675a2e,Lead Engineer (Rails/React),/rc/clk?jk=204aecbbb2675a2e&fccid=7d3b9c4cfbe2ef23,OnboardIQ,"San Francisco, CA",TRUE,30+ days ago,,,TRUE,23/08/2016 15:32,,,,,,,,
pj_2384b1021897c9c2,Web Developer,/pagead/clk?mo=r&ad=-6NYlbfkN0Aks5ZCdPrQZAEMPVN0KXV2GylP_Hr7b4nTQbAu2VnpxficQMYX1qUQiHNki5CVuK5CoV55kIIK-nXhoFbx5QQowekpC8SNUVzYRh4EkS_4LoQmXhAPYkyXm2qOMhUwMDRddEjF_IU_20GJBEZrnSA6HpeBi5DhQeZHWXIrf9yp4YlCrT1LBDRwM0Y9Vlj-n697kOk2LcFTUpT3WMM4lUJ0444NIAH-yXxH01CKvfA0ynA75Cq5AtNID-FzbRLeY7VKexXnt384IxJcV9e0nxsZBA__Y1vSuyoubDaa_J39H3CChwdjknylJzwLllQZAoxnxephNVm7AaoKo4mIaf3v19E26CZXPdyRVBPkMwtwWhq4tRCKnAD-eLuCJGc2jb0nU3uyc0U_KcwWrGW7O9l3DSK2d59f9enmMCpW2Z8gcg==&p=3&sk=&fvj=1,Indica Labs,"Albuquerque, NM",true,1 day ago,,true,true,06/09/2016 11:22,,,,,,,,
p_7898685f6ffd8444,Front End Engineer,/rc/clk?jk=7898685f6ffd8444&fccid=3ebe1c5006305f23,Chloe + Isabel,"New York, NY",false,11 days ago,,,false,,,,,,,,,
p_689160c769130df5,Software Engineer,/rc/clk?jk=689160c769130df5&fccid=b85c5070c3d3d8c8,Capital One,"Plano, TX",false,3 days ago,,,false,,,,,,,,,
p_ddb6e33a09f0b095,Associate Software Engineer,/rc/clk?jk=ddb6e33a09f0b095&fccid=1a21d97824ef741e,MicroStrategy,"Tysons, VA",false,3 days ago,,,false,,,,,,,,,
p_d7cd117d9d64e1b2,Software Development Lead,/rc/clk?jk=d7cd117d9d64e1b2&fccid=4e041af1d0af1bc8,Booz Allen Hamilton,"Herndon, VA",false,30+ days ago,,,false,,,,,,,,,
p_a57d3aae24334b65,"Web Application Developer, Dept of Educational Informatics",/rc/clk?jk=a57d3aae24334b65&fccid=a259fc86b1470609,NYU Langone Medical Center,"New York, NY 10016 (Gramercy area)",false,14 days ago,,,false,,,,,,,,,
pj_5eb7c9aab8281083,Web Developer/Programmer,/pagead/clk?mo=r&ad=-6NYlbfkN0BRpMHI5VIAE_N5FwJOtPxLorvjMKn1rB3b3oOLPsFy1qBfJkRH0Pb3vOVcyPRiLm7rLdBr0OZBGvRZi86moxfYnDsxSKHbRVG9I7bYN53dcKIr2e_ZKNu5k_7WUT4_BqIqnng0naaVQiDgSvpw2M5X4zyLEXWvdfYaTQc_mmGpMmBD3DGKX89wGdEXwIwHXJvQNIJVgbYplKUTT65cj3lg567e8YmYe-15E9msm4YNwujY4BCiJgQA2UTaYR6GS01uqMJu8qOOKhFqkFEbSUKqzGgYgZBZ5pPLMxzYWkk-3-9Ma3H823V-3-K-fIOxm-zi5WGXJ000VdLVhLmysICPuT7Fu6fXSZiIVzNymzkoCRwkhEF7o7RZ_okNLEDPWU6SnQT1P1K9WxICJrcCLxRRcvjVeZSTfMGsFZSdWU1YIa1p36AULmxi&p=4&sk=&fvj=1,XETEX Business Systems,"Reading, PA",true,30+ days ago,,true,true,06/09/2016 11:22,,,,,,,,
pj_0321ad38a5822632,Senior Web Developer,/pagead/clk?mo=r&ad=-6NYlbfkN0CX0KbZ_zVILHcZDc9iy9izLrOTAJvjt8yw58HQ1lXH1QqwKedaZRBS1L4lnLt8sNOAoq_kRNf0cn-hQBXLGuKJfGtGZ-ocDxZRWFNPH-X0SqunQAWHA1MwzJb-VZjMePh2Rh9zGbPuEae22U11PnIl01u1J6H-31k34NLxc_WUvQ1qyyr7Q79HhVzmgcGkVw2m4yQhEwQLXZQo8bl42tDlsSVbg3RKEHWT9Xbu-Xrox6lf1-BnTVF7k1rOOM1uObfE6phWeAYTGlxoH-_bDp_V6jUfFoPH0iMu9Cw6SuEg4KeTxG3qTIkp7Zat5sczUB5Sk6jhlEpHGous3KaMe9nGc5hIBlTgI5OpZJOcExksfOqgy3Fb5LJuOSUzULwMytjzqVwbbOLB4HcndB0ZXXYYPnjc85jvv8vjUg_uzqx1DkA0a4OdH2WYhDr5WyABsBQd8UBzCENg6CozdBI20onLnVV0kjDKgU0=&p=5&sk=&fvj=0,Dom and Tom,"New York, NY",false,17 days ago,,,false,,,,,,,,,
pj_4ec88d4eebcbd5cd,Full Stack Ruby on Rails Developer (API),/pagead/clk?mo=r&ad=-6NYlbfkN0AX1ncGInrSzTnYoDfW2nBFvG36K9Iw1rOQj0E1I2spOVM3AlHsIlKHxXF7iV4a-r4-Chmy9x0PQybULb4NI3AdDlYX-4j7hhKuwP0hpt-K9fCcZl88T1N7pKzMtdJ1OISMDO2c-HbbnlZj2et57f4a025N38vK2ubAMSN0tBmMHGUPO0oJEwvqKpfx6t_ouJn5HV6P81BU5NPFeYwt3YIrELwpJbWYVCTETc25rgu9tzUypxhmlvGweOIA_MVrVjlBHHEoEO0tOABV22QeWwbporoA4ImajiSHhLEh7tXl3dz8fRTqndJyr3BorzSEdpYJTP7nIoi1R6Fe2xVpt3zy9KnssXfnZTmyQLjuCPmLaGvgSEsBe1MmBj2MacAvHXTy7Qd6DtLHVbGwmFBlM1paGRYiHCW2xuQEs_3BqnyOKJl1tRZCGeBcUabpvP8rc1_Kp3ZIao_P7A==&p=3&sk=&fvj=0,Elevano,"Boston, MA",true,24 days ago,,true,true,06/09/2016 11:24,,,,,,,,
p_d3d2e83d761e2e36,Front End Software Engineer,/rc/clk?jk=d3d2e83d761e2e36&fccid=bb0aec68dcf6568e,Kickstarter.com,"New York, NY",false,19 days ago,,,false,,,,,,,,,
p_b5af967e4e3c7739,Full Stack Development Engineer (Ruby on Rails),/rc/clk?jk=b5af967e4e3c7739&fccid=de71a49b535e21cb,IBM,"New York, NY",false,26 days ago,,,false,,,,,,,,,
p_3e4d49a774f43e09,Front-End Web Developer/Designer,/rc/clk?jk=3e4d49a774f43e09&fccid=e1b54b30572f5085,Lewis-Clark State College,"Lewiston, ID",true,2 days ago,,true,false,,,true,,,,,,
p_caaca96628157e83,SEO Specialist - Contract Website Developer,/cmp/Lifeix-Design-LLC/jobs/SEO-Specialist-caaca96628157e83?r=1&fccid=0461d62d51c8d442,Lifeix Design LLC,"New York, NY",true,2 days ago,,true,false,,,true,,,,,,
p_6407e4257f9c5cf0,Associate Front End Developer,/rc/clk?jk=6407e4257f9c5cf0&fccid=1e8470a7f21d5700,Priceline.com,"New York, NY 10038 (Financial District area)",false,1 day ago,,,false,,,,,,,,,
p_98315384d9573434,Software Engineer,/rc/clk?jk=98315384d9573434&fccid=f6a477e0ebc0d506,UrbanBound,"Chicago, IL",false,4 days ago,,,false,,,,,,,,,
p_f4a1ff13d9d8b830,Software Engineer (Javascript/Ruby),/rc/clk?jk=f4a1ff13d9d8b830&fccid=d1d58b88059ea4d8,Ingram Content Group,"La Vergne, TN",false,18 days ago,,,false,,,,,,,,,
pj_526582303f55cbee,"Software Engineer, DevOps",/pagead/clk?mo=r&ad=-6NYlbfkN0CoaTL8xV3hMwGp3N7_JTupvLmE5lj1T8UTX15ED3FmPO167YobxfeVJ3t-kr4JTtiMmzLWE1O3Qe3M2X1SqWpUmt6p0yuoF33CIGpAHG-wmM3UJ1zEBQWeh7DSDZ0XnCe1OTbjfW0aZ7WelixEzwh4SPlGfLsL9IDhavIf4XbUHgzjNu7XiZUiewWN5-s6gdNLy-oDZD5enJ2k-oI8dtxON-hLL3LSitDcdXECQNqvWTYizSHfvCDEWYYXSQ6XDmC_-al9w89jWlO8r4-6IlI45qD-KR9i5uLxQxde0XeTYYSgWBlRfBPyx7SN2QHj-1QDBhq3cjITHylunosASH-U9K9RgEbePQv0tmfCuDFvy1JDNNBA93RDaJZdb0W3ZY91iweNerA179yiJnm0ZKppVCbDSJTSdek_Vbnn6d67eSTAT4_iAXAVA5jN0QkEEMlxkj2Nr_5_Et_-nZ553GfRumgB3pWN0a-GJXoqXJzSdKo3cv8ysDAVT6JRlonuQ04rcVMQ6WkfBjuRIPx4ui3wtkt2w4iJHWErjS63s5HDM-RHHgpFO5tRswqHAeHBRgdgXpJtcAP0_OgAlJsoeXFT_s-kXeU-o24=&p=2&sk=&fvj=0,Capital One,"Richmond, VA",false,18 days ago,,,false,,,,,,,,,
p_b58d228e1bf0aa54,Full Stack Engineer,/rc/clk?jk=b58d228e1bf0aa54&fccid=68d5772c4ed68c74,littleBits,"New York, NY 10001 (Chelsea area)",false,30+ days ago,,,false,,,,,,,,,
p_8a84eac292695627,Full Stack Web Developer,/rc/clk?jk=8a84eac292695627&fccid=9044e8bd254c73d6,Rockstar New York,"New York, NY",false,25 days ago,,,false,,,,,,,,,
p_b21b85f9bc673ce5,Front-End Engineer,/rc/clk?jk=b21b85f9bc673ce5&fccid=7b93726661f04aa4,Avant,"Chicago, IL",false,3 days ago,,,false,,,,,,,,,
p_fd8a12c06da32753,Ruby on Rails Developer (Bydgoszcz),/rc/clk?jk=fd8a12c06da32753&fccid=342424b7faedc409,Netguru,Remote,false,30+ days ago,,,false,,,,,,,,,
p_84b9fb4b08a87531,Software Engineer,/rc/clk?jk=84b9fb4b08a87531&fccid=72544885e69164f4,Affinity,"San Francisco, CA",true,13 days ago,,true,true,06/09/2016 12:07,,false,,,,,,
p_2d27d346ec595fed,Full Stack Software Engineer,/rc/clk?jk=2d27d346ec595fed&fccid=b85c5070c3d3d8c8,Capital One,"Vienna, VA",false,10 days ago,,,false,,,,,,,,,
p_8a28df7b54d2f2ec,Software Engineer (JavaScript),/rc/clk?jk=8a28df7b54d2f2ec&fccid=a4fd02a440404e6e,TrackR,"Santa Barbara, CA",false,4 days ago,,,false,,,,,,,,,
p_cf6db1aa71a09d72,Software Engineer,/rc/clk?jk=cf6db1aa71a09d72&fccid=88abe56df2404a30,Harry's,"New York, NY",false,30+ days ago,,,false,,,,,,,,,
pj_af54886f6662c3bd,SEO Engineer / Web Developer Proficient in JavaScript and Python,/pagead/clk?mo=r&ad=-6NYlbfkN0B3Iv_LI1J8mAO5dLiZtAhtwNJAHXt9q6zwaKXH5ydgcVc0CcHtOemVP8wHRn2ZeqIJrGnIvKXhpjRgGAzD3noOzXBTjETSwYnoTt-rFiWKnfCL9d2WPB0Gfvzqgc0sTkZ6pbSOe3F9knL3XuqPtmPWyj_0LdhiOWghe-DfvBXjZiV2FOCBhI-IB2_irDyfjsMJ95AbJL1O8TLe0BXXIC9rPCoBnfvFHTNg03u4laFx8l_nGh-iIcXqX661eUMy_P5jC58aiFAkQilW0KiWAcdE9Zo8ERWBFFPJ38CwclRGMD7f5q3TpDgBCo0L-qaYgsT3ee9sYaf-Y_PWkQFDBBM-lcWlZF0SLLTdlRDsbABDiYe76S4H9kUWIMjqFOp_0W_Od00gJgJe5sM38MwQ7pz1HXhvXOLueyCWdGXiUBnZdnyHmeke51TDrOj1P0wc5ZqL-NYAlPxT_f7X3bX3rCs6&p=3&sk=&fvj=1,Promediacorp,"New York, NY",true,26 days ago,,true,true,06/09/2016 12:08,,false,,,,,,
pj_a57d3aae24334b65,"Web Application Developer, Dept of Educational Informatics",/pagead/clk?mo=r&ad=-6NYlbfkN0BSCWuGwTuu3QMrdTW-t4zrCEiaThb9Yemd6Ku5rGHTKn-bJ-02so-N_gJyO3FgJrjQa6N_V__QH0EWIbo6lDf3cvk68tgh-PzKKeKlY4XzOFP8coAqFjDOxObPIQfRgS0s9BuACprRnZXneXFGIphhOFPXf79_7_Edyb7NzxbtZJJIUIRFG9uV31LlREe-ss67Y0vdEuehsc2gm8VgCap_uOA521OrnH3qTqKTGac45k9ZrBKJBR8TL26jU1jMe0ZpjMNtmJ1D4mn7WrEUtH7p7mpf-qSUNIS9KnyQVdUd-w6aGphZcoSOPXyNa9N4dXbp3Zl5sR8SJGhoJLFfjegSDsEt9EcPxNL_foIy46Fpv9iY7mKwUtztJThUkd6q_p_3NwonQSruCHa1R9yJ4Kmli5HjaMOAXFHqvoBvdAbQWmiOZAf-Mml8TgMSNcmJN_gaWxYz2bommjHpbghz9uUxrKRP7Tnl0v3vILIcZvpVBlyVVZwWlhACRrXx404O2k8ItWjaAgJqEzzTgaQb0fgGR4KZTAptfMHaUl7IHknNuhBWQdacGKGg7Jtqm-ePbHZfaH2EimMMNSQE4cMiflFwhn9x4dnFJO5APfSqpEDVkToblBX9M6FFs0xAV_JEOgZitZDftQUTrt55lYidABdJB0QSIRRRLF5RjMEoIUDDbUwIyla8mghQhSr2oaKIYdgegvkF53HBeMi6lvW70FMUW7pSQCYHlJPzE8Ahd6CJu4VPr5Fer5BmJdUcBVlOfAaRv3OThbc2y-ljE-RBJV5ggyh__kDOE8IL9O_bzs7fRt8IZ5RgPR3AlklcuGDHTDUq3H8cH1cIg6xxZzYz5oXvPNCWLiD7Fie4lgP-65Xb8A==&p=1&sk=&fvj=0,NYU Langone Medical Center,"New York, NY",false,14 days ago,,,false,,,,,,,,,
p_2cd21ea1f8ebc5a2,Full Stack Software Developer (Angular),/rc/clk?jk=2cd21ea1f8ebc5a2&fccid=b85c5070c3d3d8c8,Capital One,"Plano, TX",false,12 hours ago,,,false,,,,,,,,,
p_921bafcb6718de1d,Javascript Developer (Junior),/cmp/The-Dedham-Group/jobs/Javascript-Developer-921bafcb6718de1d?r=1&fccid=6258591d26014c61,The Dedham Group (Midtown West),"New York, NY 10119 (Chelsea area)",true,8 days ago,,true,false,,,true,,,,,,
p_af54886f6662c3bd,SEO Engineer / Web Developer Proficient in JavaScript and Python,/cmp/uphail.com/jobs/SEO-Engineer-af54886f6662c3bd?r=1&fccid=a312fe7778c758ca,Promediacorp,"New York, NY 10016 (Gramercy area)",true,26 days ago,,true,true,06/09/2016 12:08,,false,,,,,,
p_a34e0c84037e1d0e,Full Stack Engineer,/rc/clk?jk=a34e0c84037e1d0e&fccid=6139161347d735b5,MasterClass,"San Francisco, CA 94110 (Mission area)",false,16 days ago,,,false,,,,,,,,,
p_068ea4695cebf347,Full Stack Developer,/rc/clk?jk=068ea4695cebf347&fccid=38f04e8925d014cc,Endurance International Group,"Orem, UT",false,15 days ago,,,false,,,,,,,,,
p_0aa9420e391fac50,Software Engineer,/rc/clk?jk=0aa9420e391fac50&fccid=dfc44f3b8c44a6db,"Cisco Systems, Inc.","San Francisco, CA",false,4 days ago,,,false,,,,,,,,,
pj_3df251a27ed3c565,Senior Software Engineer (Ruby),/pagead/clk?mo=r&ad=-6NYlbfkN0Cf2fdRl7iYil5eVOyimOEanexhXuDiIhqInz-fhym_YLZFAZ9iaz4RundfoH7EO4Q7GE92iBdeCAifP8H5fkjiySX_OOMgLdsbw6Fpk98nHWI0nHVFzDROyuF_K9jsoZRga3oL-DKtFIUTDe6ZdTrn7BVgCAQL3SfAPqOGVi2elvtswy2maJ3d7SkdCAwfChdTzfe5x4tOU7CDDSpoSnd0H0fl7zTAQ3TSpCvIvKV5DfhkQr0Uw7e_dTCSEFpnef6EHzUSjFWKmVzEvLuVdESEHEikkvB3mB6BohqLD1gLb4ZY73GmQodsF3CCD0LiNgj9OA5DN4JCO1jlGgncjDHm0C_clUfTX7i4FwNoLh5VENmOxbx3Ne593WGx3u1-S37iHnoGgW98KNFt0xlYuaTOlqje1OvK287IJxOXALkVbkS-i2r9YhgDDo6aiz3kRyQ=&p=3&sk=&fvj=1,"MMR Recruitment Group, Inc.","Boston, MA",true,4 days ago,,true,true,06/09/2016 12:08,,false,,,,,,
p_8e465e7d8fab5665,Software Engineer (Ruby on Rails),/rc/clk?jk=8e465e7d8fab5665&fccid=75acc21f154e1ea7,ParentSquare,"Santa Barbara, CA",false,30+ days ago,,,false,,,,,,,,,
p_74ed0f25909fa523,Full-Stack Engineer,/rc/clk?jk=74ed0f25909fa523&fccid=c4283dfedd3ee2bf,Radius,"San Francisco, CA",false,23 days ago,,,false,,,,,,,,,
p_0f7342c62e0494d8,Software Engineer,/rc/clk?jk=0f7342c62e0494d8&fccid=ccd064e30e77fc38,Ackmann & Dickenson,"Minneapolis, MN",false,18 days ago,,,false,,,,,,,,,
p_ba31b4978729e56d,"Web Developer, Nexia",/rc/clk?jk=ba31b4978729e56d&fccid=2e3453ae2db0c66d,Ingersoll Rand,"Broomfield, CO 80021",false,11 days ago,,,false,,,,,,,,,
p_e9e1602f5ce65f7e,Full Stack Engineer for products you ️,/rc/clk?jk=e9e1602f5ce65f7e&fccid=4d240c9d9a51df9f,oak,"Brooklyn, NY",false,14 days ago,,,false,,,,,,,,,
p_6f2766387453b5a3,Ruby on Rails Engineer,/rc/clk?jk=6f2766387453b5a3&fccid=5831e1f260dfbb85,Ripple,"San Francisco, CA",true,3 days ago,,true,true,06/09/2016 12:08,,false,,,,,,
p_7d0655e17956958c,Software Engineer (Ruby on Rails),/rc/clk?jk=7d0655e17956958c&fccid=a4fd02a440404e6e,TrackR,"Santa Barbara, CA",false,30+ days ago,,,false,,,,,,,,,
p_9af6a57a323e1194,Full Stack Developer,/rc/clk?jk=9af6a57a323e1194&fccid=2a9c236a35bd1e0d,Tastemade,"Austin, TX",true,1 day ago,,true,false,,,true,,,,,,
pj_b74630f40dde8d74,JavaScript/Rails Developer,/pagead/clk?mo=r&ad=-6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4egtWG7B_uAPPicajqzbiXy58aKnqAqQu9NWoUDKUBo5s7_Mu6vPKl1cNjP3dwQLFBQEtpfIL8xvn-YZBs6OetFMfX4_eqg2wjMZ7s4eBNy1_NAl6ENa7yhdEWjWsNBFmePJBNFikl5TvONs_hTUCituVNnAz22fd7LCQBN7T07PMLclFX6ZoLJYhEXGyIIHBi91xnhQhVbCfbY7H_9QW4S2X6J5rphSp9tINWL6_8KAoaei7BoP4wa5ZLCtC2rl41U-uSnAwJwRbCvd5VL8qrGWJi02_o_nRetmV7wVcuKSo5PVhekHvEhm4uswTDM_Sfbhk6HDplFNdD442omYzm0_GHNKUWeTMdAmGfxImoAdzaqOhWgWk2-dDCzyPusMQTxDUovOAoFhrku_piT38u_0fLb60QgTZx1e7REY_HEglOpQs2DDtnqnUJgzhVHCJpyiJl_tLJ4dooO7DfmkfZRijlVV6SM9QaQ-IZa8JHEsBhdIWHBaqpsUhrmzaKMjbUVSeSKR-FY6TMovloNHFmYk8XqmVh16fAEylIetfVVV_tyPp1aLJjm4BY0diZPU4l6Shd-QmaNB3&p=3&sk=&fvj=0,CyberCoders,"Washington, DC",false,16 days ago,,,false,,,,,,,,,
p_e626f081f4698829,"Senior Software Engineer, New York, NY (91393)",/rc/clk?jk=e626f081f4698829&fccid=062cf17fd2afaef0,Oldcastle BuildingEnvelope,"New York, NY",false,16 days ago,,,false,,,,,,,,,
p_7c735b0f05ef3218,Experienced Software Engineer,/rc/clk?jk=7c735b0f05ef3218&fccid=610f178aeb159dd8,Spartan Systems,"Chattanooga, TN",false,3 days ago,,,false,,,,,,,,,
p_9bbb43bd59b4c478,Full-stack Software Engineer,/rc/clk?jk=9bbb43bd59b4c478&fccid=aafc821b9ac10919,Mavenlink,"Salt Lake City, UT",false,22 days ago,,,false,,,,,,,,,
p_4cc78a1169f5a1cc,Software Quality Engineer – Health Care Applications,/rc/clk?jk=4cc78a1169f5a1cc&fccid=27f144bd269e3e1a,Cambia Health,"Portland, OR",false,8 days ago,,,false,,,,,,,,,
p_8a5370aede8dd505,Front End Developer,/rc/clk?jk=8a5370aede8dd505&fccid=2a70ad2bafeb17b4,Christian Care Ministry,"Melbourne, FL",false,3 days ago,,,false,,,,,,,,,
p_c39271196ab68c42,Experienced Software Engineer,/rc/clk?jk=c39271196ab68c42&fccid=0afc25df36edb26c,Citrusbyte,"New York, NY 10014 (West Village area)",false,30+ days ago,,,false,,,,,,,,,
p_2f19750c2e1d6b2b,Senior Web Developer,/rc/clk?jk=2f19750c2e1d6b2b&fccid=ea0db6dea6b05649,Taskstream,"New York, NY",true,17 days ago,,true,false,,,true,,,,,,
p_f8688af0f953bcf8,Software Engineer,/rc/clk?jk=f8688af0f953bcf8&fccid=a8438203cbbfa9b3,"Stratasys, Inc.",Minnesota,false,5 days ago,,,false,,,,,,,,,
p_2a51499ef38e9eee,JavaScript Web Developer (Jr to Sr Level) - Hospitality,/rc/clk?jk=2a51499ef38e9eee&fccid=c58855335a0b264e,UIEvolution,"Kirkland, WA 98034 (Juanita area)",false,15 days ago,,,false,,,,,,,,,
p_074d92c8d0a239d1,Front-end Engineer,/rc/clk?jk=074d92c8d0a239d1&fccid=25918e1f841ec2aa,Justworks,"New York, NY",false,30+ days ago,,,false,,,,,,,,,
p_7f4fd08159922134,Full Stack Engineer,/rc/clk?jk=7f4fd08159922134&fccid=c0a6d53fc272653b,Hanover Research,"Arlington, VA 22203 (Bluemont area)",true,8 days ago,,true,false,,,true,,,,,,
p_3338f3982f973c72,ETL Developer,/rc/clk?jk=3338f3982f973c72&fccid=b85c5070c3d3d8c8,Capital One,"New York, NY",false,29 days ago,,,false,,,,,,,,,
p_c7a7af025a061671,"Software Engineer, MEAN Stack",/rc/clk?jk=c7a7af025a061671&fccid=b85c5070c3d3d8c8,Capital One,"New York, NY",false,29 days ago,,,false,,,,,,,,,
p_f94f4f93f3912d74,Software Engineer,/rc/clk?jk=f94f4f93f3912d74&fccid=2b6d8477007bdd0d,Machinima,"Burbank, CA",false,17 days ago,,,false,,,,,,,,,
p_a36650e1eedf1a52,"Software Engineer, Salesforce",/rc/clk?jk=a36650e1eedf1a52&fccid=b85c5070c3d3d8c8,Capital One,"New York, NY",false,29 days ago,,,false,,,,,,,,,
p_29d76a83631821d2,Senior Internationalization Engineer,/rc/clk?jk=29d76a83631821d2&fccid=c618ba0d5e55039b,Paperless Post,"New York, NY",true,18 days ago,,true,false,,,true,,,,,,
p_33ee2bc85e28dcc8,Front End / Full Stack Engineer,/rc/clk?jk=33ee2bc85e28dcc8&fccid=fdce7b6d95f04bea,Trumaker,"San Francisco, CA",false,30+ days ago,,,false,,,,,,,,,
p_8a7c623cdf9d101d,Junior Developer,/cmp/GTG-Technology-Group/jobs/Junior-Developer-8a7c623cdf9d101d?r=1&fccid=d32fc8a44090c030,GTG Technology Group,"Houston, TX 77032",true,11 days ago,,true,false,,,true,,,,,,
p_1a39e622508247af,"Software Engineer (Seattle, WA)",/rc/clk?jk=1a39e622508247af&fccid=d47a68ca50b8a670,Code.org,"Seattle, WA 98101 (Downtown area)",false,3 days ago,,,false,,,,,,,,,
p_f8792734a73f6cf6,Software Engineer,/rc/clk?jk=f8792734a73f6cf6&fccid=33328815b321435a,Lightning Bolt Solutions,"South San Francisco, CA 94080",false,30+ days ago,,,false,,,,,,,,,
p_c82a87a10c7beb3e,Front-End Developer,/rc/clk?jk=c82a87a10c7beb3e&fccid=7d3172cfe0fd54ef,Synacor,"Buffalo, NY 14202 (Central Business District area)",false,2 days ago,,,false,,,,,,,,,
p_4380389b14ddef4e,Sr. Software Engineer,/rc/clk?jk=4380389b14ddef4e&fccid=2818f1f6e736927a,Tripwire,"Portland, OR 97204 (Downtown area)",false,18 days ago,,,false,,,,,,,,,
p_63cbb9794a909fe2,Senior Full Stack Web Developer,/rc/clk?jk=63cbb9794a909fe2&fccid=2df6a1e69a70a1e7,Cognizant,"Denver, CO",false,9 days ago,,,false,,,,,,,,,
p_d9038d41dc23beff,Software Engineer,/rc/clk?jk=d9038d41dc23beff&fccid=83137591ab742705,Kapow,"Chicago, IL",false,30+ days ago,,,false,,,,,,,,,
p_5e59f0c9aea472da,Full Stack Developer,/rc/clk?jk=5e59f0c9aea472da&fccid=776ce7deab606fe3,RevZilla.com,"Philadelphia, PA 19112 (Marconi Plaza-Packer Park area)",false,17 days ago,,,false,,,,,,,,,
p_7b5062d820eaf60e,Software Engineer,/rc/clk?jk=7b5062d820eaf60e&fccid=87323389b74c0459,CyberCore Technologies,"Hanover, MD",false,30+ days ago,,,false,,,,,,,,,
p_925204c73e0a6a03,Software Developer,/cmp/19-IDEAS/jobs/Software-Developer-925204c73e0a6a03?r=1&fccid=343ec4e3b2c06eee,19 IDEAS,"Buffalo, NY",true,24 days ago,,true,true,06/09/2016 12:15,,false,,,,,,
p_d366b4fbbbc13dea,Junior Developer,/rc/clk?jk=d366b4fbbbc13dea&fccid=4a2d2fbadf14d480,Jobspring Partners,"Boston, MA 02116 (South End area)",false,30+ days ago,,,false,,,,,,,,,
p_92eea7b4f777b635,Software Engineer,/rc/clk?jk=92eea7b4f777b635&fccid=4a7b16f7f4f3a221,"Move, Inc.","Santa Clara, CA",false,30+ days ago,,,false,,,,,,,,,
p_1d4a338b0d0885c2,Front End Developer,/rc/clk?jk=1d4a338b0d0885c2&fccid=b85c5070c3d3d8c8,Capital One,"Wilmington, DE",false,12 hours ago,,,false,,,,,,,,,
p_0c29ad69b264f015,Software Developer I,/rc/clk?jk=0c29ad69b264f015&fccid=edae4285faf6c2f0,Boeing Intelligence & Analytics,"Crystal City, VA",false,30+ days ago,,,false,,,,,,,,,
p_ffe742555de7638e,Full Stack Software Engineer,/rc/clk?jk=ffe742555de7638e&fccid=13e49094b78ac7c9,AWeber,"Chalfont, PA",true,24 days ago,,true,false,,,true,,,,,,
p_2658537e3e96f66c,Full-Stack Engineer,/rc/clk?jk=2658537e3e96f66c&fccid=a6c1a16efff8b81c,Splash,"New York, NY 10011 (Chelsea area)",true,30+ days ago,,true,true,06/09/2016 12:15,,false,,,,,,
p_04f643da12223718,Tech Services - Full Stack Engineer,/rc/clk?jk=04f643da12223718&fccid=f766f8bfbc3effb7,Uber,"San Francisco, CA 94105 (Financial District area)",false,30+ days ago,,,false,,,,,,,,,
p_174c35ba92ec51f5,Senior Software Engineer-DevOps,/rc/clk?jk=174c35ba92ec51f5&fccid=b85c5070c3d3d8c8,Capital One,"Richmond, VA",false,10 days ago,,,false,,,,,,,,,
p_3961684c3eb99ae6,Senior Software Engineer (Ruby),/rc/clk?jk=3961684c3eb99ae6&fccid=58940aee1950affb,Weedmaps,"Los Angeles, CA",true,15 days ago,,true,false,,,true,,,,,,
p_63bc829c30acdca0,Sr. Software Engineer (Node),/rc/clk?jk=63bc829c30acdca0&fccid=8734a12ed1d7ba12,BigCommerce,"San Francisco, CA",false,12 days ago,,,false,,,,,,,,,
p_a1cf85335cf2f682,Contract Position: WebRTC Developer,/rc/clk?jk=a1cf85335cf2f682&fccid=60df4e947b6a701f,WebRTC.ventures / A brand of Agilityfeat,United States,false,9 days ago,,,false,,,,,,,,,
