id,title,url,company,location,easy_apply,age,query,search_location,viewed,applied,date_applied,merged_doc_id__jobs_to_cover_letters,merged_doc_url__jobs_to_cover_letters,link_to_merged_doc__jobs_to_cover_letters,document_merge_status__jobs_to_cover_letters,skip,recruiter
p_ff115207e9455399,Full-Stack Rails / JavaScript Developer,/rc/clk?jk=ff115207e9455399&fccid=ccd796b1d2d3e16b,Smith & Keller,"Brooklyn, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_a6f90d03d0fe7c19,Digital Banking Solution Architect,/rc/clk?jk=a6f90d03d0fe7c19&fccid=8068163025d0d1c1,Platinion,"New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_fd52bc928eebbc94,Software Engineer (Web Back End),/rc/clk?jk=fd52bc928eebbc94&fccid=ccd796b1d2d3e16b,Smith & Keller,"New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_887eedceef6f0722,Full-Stack Ruby on Rails Developer Back-end,/rc/clk?jk=887eedceef6f0722&fccid=ea0afd5c2a813ac2,Elevate Recruiting Group,"New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_a3a8191caac35194,Lead Application Developer,/rc/clk?jk=a3a8191caac35194&fccid=e996c2d6855fe778,ADP,"New York, NY 10011 (Chelsea area)",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_8b8b1a4dfec4e42a,DevOps Manager,/rc/clk?jk=8b8b1a4dfec4e42a&fccid=dc55ba6e7c37067b,Blue Apron,"New York, NY 10013 (Tribeca area)",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
pj_ade089761eb27ea3,Technical Account Manager,/pagead/clk?mo=r&ad=-6NYlbfkN0D9Z_NigMRFBqnj4_9rPbMnaYMSgnKsRu0gcL5XJCnD3SuZz89nYP-RriKkk7EpqIUaA9NbKvFw6uSbcP2EgboEh16ljyVok_sUvFpvtCtpVKLs1yiHCdYny4kv8-QC3htXro-L4RDVTevjkoQBNgrg7u9BbPP2mfWhIbHV6uVyA1QMQVzE3BYyFSfe6VlZiR6jOuRCO_gZ0CNyf5fZo-DVb0D2ep9N2zqBE2PZ6oeunizcJz_jyYBpChbJRukAKByPwgtM4aKK2euGZCb7wlv-fAw7rSrDOLIMePLnO7lRd3B6RMS7YmdfsODt1dLxyg1lb9btLQjXBpbR9sqfhM4bwt8LiYx8BLKSrLTAzHrNcd87tImH_uKD3TtT_f38vebPjZu239wB0yE2jxLnXHwL_U7sxN3trHASoEkLX4TlR8-rphcOXyMdZlPYGNPVnnlTaRSAX2Mf54w81_I8tVO7WJqC9B_cxnC7JngXPq6av7atofzKQtaxKZ4tFo8Qx5b0Cd0dPDNz9-xJzBfvutnYL4FUBaE8dQFfMhxJ27IGyg83ajxHz2kxfmxN3-bF1TdeK0IMnaOWiNpurhv5Ige6qu8UfELwtYOuEyJP4uLRZsuMDu2KQfnLHy-ClW0WUmu9g_0oXYRB2oWX9t5jlAencLuQsCNxJJWTfAkJ21NvUVIWumqB5zhvJCyIdl4Vrw5nN0hAnqxNibsBVB6p9y-XlGIxedWpZMLyPXfxcAp2yV2aV6v53Vb6TLIr7pvtcW-FaiW5iA3-TgcJ_4U-4qbPnVdm1r3VINBtDQwgyLmijzTUBhV96BHj6h8KGCe0N_i6e7HYs_6ZWwzkN-vhHtmrVpoiRcKzXL-bHHePWv0wDS6LH4wUX_Bnbxau2ltPfrDzbHOBjclGeazuGaIoT6rd&p=2&sk=&fvj=0,"Amazon Web Services, Inc.","New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
pj_845186de1a605c5c,Full Stack Engineer,/pagead/clk?mo=r&ad=-6NYlbfkN0AZm4mW_3qilwDyyWp4IOV48eqBGKI46ysGW1XMQlHSiwxj0eWBGRbYLEZyoR8-S8mjgdvKMRNqKFc7ePC1WU_vGPF6e6zyJ1FOd1MvtyjGMdIOyIbrVvkaeXDZxn3hNgXep8plH4IdlYXEICSxK2YA-Dn7UJWC160CAUVyhqKEiTI55q11CnAR4BejAmqycACLNCaNJ9UvWxTiX9Abrecas6UpXsXFxghxwqyMI1T8BKswlq6Vvvo9iT5SfeAMzhFgoUs4wsEbNk0sHZc6yJ8qpFWTsakrxh6vtQ-tcl-eWnk6ss34iBe6wcouIcu8bX9Q4EC-s7kWuJA5yo9Gf0NoJpFVt7_xUEn0GApwsw3Xh8Pwmu0XeAg7R6mABA4jUziZUqqFPhU9jzV4sy56W9UK5IPkTZNhpy81oYhjTpdBVDjud8v2IqR_LzddogG9FkDb8IvtzLhoYtXCKTYu6Fr_ac4-v2VmMk6yngp-TFg9Y2sfCc8UpvCFv9Ao_FnkHyqQA9vW4FjgVv9A7TY0szaUtxrNqhol58AkHVcisvkA0d2nTjdKHCW4ZUyD9j7wPhCYn2YaIDVyg5PKhmbjwg5MEyjnF9rR0inykiJj1R0rSqo5BIUAWvwLkWx5cANu2XfKwOyFItQPDz-j_2T62mupIiDrX6KGX8MpcQHh53_dEzdWljx4GUINVwKXGbG6Rwb6JndSTrKBoA==&p=3&sk=&fvj=0,Handy,"New York, NY",FALSE,3 days ago,ruby on rails,new york city,TRUE,TRUE,23/06/2016 14:30,,,,,,
p_ef746ef0cc2a117b,Senior Web Application Engineer,/rc/clk?jk=ef746ef0cc2a117b&fccid=aa0fc89a0c2e2dce,"Open Systems Technologies, Inc.","New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,TRUE,
p_5f03b8264448bd53,Full Stack Senior Software Engineer,/rc/clk?jk=5f03b8264448bd53&fccid=adea62ae96d0c2c1,Consumer Reports,"Yonkers, NY",FALSE,2 days ago,ruby on rails,new york city,TRUE,FALSE,,,,,,TRUE,
p_d44faeaf0fed33e9,Senior Web Application Security Engineer,/rc/clk?jk=d44faeaf0fed33e9&fccid=f770da67b3b51c62,Bloomberg,"New York, NY",FALSE,4 days ago,ruby on rails,new york city,TRUE,FALSE,,,,,,TRUE,
p_7d08900f88ac612e,Javascript Engineer,/rc/clk?jk=7d08900f88ac612e&fccid=dc55ba6e7c37067b,Blue Apron,"New York, NY 10013 (Tribeca area)",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_834170d3b2a29e75,Front-End Web Developer (with Ruby),/rc/clk?jk=834170d3b2a29e75&fccid=db4fc1af3e4e5fa8,Cypress Group,"New York, NY 10018 (Clinton area)",FALSE,26 days ago,ruby on rails,new york city,TRUE,TRUE,23/06/2016 14:36,,,,,,
p_e92543b7164b0ea7,Software Engineer - Platform Engineering,/rc/clk?jk=e92543b7164b0ea7&fccid=92dfc12e7e963d4f,Appboy,"New York, NY",TRUE,15 days ago,ruby on rails,new york city,TRUE,TRUE,23/06/2016 14:39,,,,,,
p_2af3161408e25236,Python Developer,/cmp/Technocraft-Solutions/jobs/Python-Developer-2af3161408e25236?r=1&fccid=f4a24ece1273fa00,1 Point System,"New York, NY",TRUE,14 days ago,ruby on rails,new york city,TRUE,TRUE,23/06/2016 14:41,,,,,,
p_845aa756139d1dcf,"Lead Engineer, People",/cmp/AlphaSights/jobs/Lead-Engineer-845aa756139d1dcf?r=1&fccid=830087e1f18d9071,AlphaSights,"New York, NY 10036 (Clinton area)",TRUE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_adef6c2e3d927e78,Sales Engineer,/cmp/AgilityIO-LLC/jobs/Sales-Engineer-adef6c2e3d927e78?r=1&fccid=e52973598c38312c,AgilityIO LLC,"New York, NY 10014 (West Village area)",TRUE,14 days ago,ruby on rails,new york city,TRUE,TRUE,23/06/2016 14:42,,,,,,
p_68bad7a892f89f04,JavaScript Developer for funded start up,/rc/clk?jk=68bad7a892f89f04&fccid=ccd796b1d2d3e16b,Smith & Keller,"Brooklyn, NY",FALSE,10 days ago,ruby on rails,new york city,TRUE,TRUE,23/06/2016 14:43,,,,,,
pj_3894015e541a7115,Full Stack Developer,/pagead/clk?mo=r&ad=-6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4eobVtoXfYYqICKIOP9QB9Bw7N0UVDqkKFYIaAUyZA3sakFtmSmWPfcn2Es7Vwl41OEVaRc3w6haOvKxlSumj6ma-OrPlcgF51nLIO0gHRP9LNz44v8vI0rf5_gyicKbV7FtSydq9vTQU0yuyp691FALx_uOmL1oeZpZFXJP772AhdeB5mEc6gTAtoN8McQrzULcKEIlec37UXoZ_g-AImzG9AfzpDKxbDXyBacDXMDB3V8ljBe97S5kJnfbR0Uzc8sJcwUgM65LOIkCHUSVwuns83Qqa2N4EHywCnaxNn_fn8XJjnNsrpJe5Wk3uG4dj5_FGbL1eiuo1Z3BXreJh19IAhgfkLfXGjAxU30K0H8OrQOMDmG5n-BRjadTkzVMnB7T0FnNpC3JIImjMnzVUmZRSaLns-BqNn_ziSeVpnhadb6RD6QAFkehCtU98qvwsArJRKNPE9O1KywroSyR81LHrk2IKKdTG5myXCx3hw3t3Ja5qnNMlXOONkcj2NjKB67lpNfMytB1WUQPaWggTEE7oOzb3T9fZ6v7dW2kqeetylEm9elyxk2sdKV7JKWruoRdaKYtY43AIwisGssA38600Cv6FkwLMnQ==&p=3&sk=&fvj=0,CyberCoders,"New York, NY",FALSE,5 days ago,ruby on rails,new york city,TRUE,TRUE,23/06/2016 14:43,,,,,,
p_3b1f6c30cd90dbd0,Technical Recruiter,"/cmp/TalentHub-Worldwide,-Inc./jobs/Technical-Recruiter-3b1f6c30cd90dbd0?r=1&fccid=5a3a467f20e42a1b",TalentHub Worldwide,"New York, NY 10017 (Midtown area)",TRUE,8 days ago,ruby on rails,new york city,TRUE,FALSE,,,,,,,
p_7b99689de87ab46a,Java Developer,/cmp/USM-Business-Systems/jobs/Java-Developer-7b99689de87ab46a?r=1&fccid=41a5216a43afe43d,USM Business Systems,"Jersey City, NJ",TRUE,19 days ago,ruby on rails,new york city,TRUE,FALSE,,,,,,,
p_6b4b27d5ac67f371,Rails or HTML5 Developer,/rc/clk?jk=6b4b27d5ac67f371&fccid=ea0afd5c2a813ac2,Elevate Recruiting Group,"New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_99b7c37bcae5fd10,"Software Engineer - New York, NY",/rc/clk?jk=99b7c37bcae5fd10&fccid=8f6377f61ae8f16c,WeddingWire,"New York, NY 10001 (Chelsea area)",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_b6e0541c56558960,Jr. Engineer,/rc/clk?jk=b6e0541c56558960&fccid=7fcddd6c1a6bbbbd,BeenVerified,"New York, NY 10016 (Gramercy area)",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_0f90e271d1f203bf,Sr. Software Engineer - NYC or SF,/rc/clk?jk=0f90e271d1f203bf&fccid=6ae0e4a8a0a337cd,PlaceIQ,"New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,TRUE,
p_3f1f107df2c3045c,Head of Web Development,/rc/clk?jk=3f1f107df2c3045c&fccid=ea0afd5c2a813ac2,Elevate Recruiting Group,"New York, NY",FALSE,17 days ago,ruby on rails,new york city,TRUE,FALSE,,,,,,,
p_a6179204ee295ac1,Creative Director,/rc/clk?jk=a6179204ee295ac1&fccid=5f9f99390243fc4d,Cassity Corp.,"New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_f13168c8be38c438,Lead Product Design Engineer,/rc/clk?jk=f13168c8be38c438&fccid=9a92a4bf81326e1e,AIG,"New York, NY",FALSE,13 days ago,ruby on rails,new york city,TRUE,FALSE,,,,,,,
p_55606d3455798fd5,Backend Software Engineer,/rc/clk?jk=55606d3455798fd5&fccid=ccd796b1d2d3e16b,Smith & Keller,"New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_cfd740487458a99c,Lead Ruby on Rails Engineer,/rc/clk?jk=cfd740487458a99c&fccid=1b0692814cc13474,The RealReal,"New York, NY",TRUE,14 days ago,ruby on rails,new york city,TRUE,FALSE,,,,,,,
p_14f68ab1af823ff7,Web Designer,/cmp/IP-Heights/jobs/Web-Designer-14f68ab1af823ff7?r=1&fccid=fc02bd4ef42a84ec,Econtetni,"New York, NY",TRUE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_457db3d8fed4ea57,Digital Project Manager,/rc/clk?jk=457db3d8fed4ea57&fccid=8610f65cbbf33bef,CPXi,"New York, NY",FALSE,13 days ago,ruby on rails,new york city,TRUE,FALSE,,,,,,,
p_fab640c9929d1566,Java Developer,/rc/clk?jk=fab640c9929d1566&fccid=5ca46b7853cfb890,USM,"Jersey City, NJ",FALSE,19 days ago,ruby on rails,new york city,TRUE,FALSE,,,,,,,
p_f668344cff3c9b16,Ruby of Rails Developer,/cmp/Keylent/jobs/Ruby-Rail-Developer-f668344cff3c9b16?r=1&fccid=0215a85ba95323a1,keylent,"Lyndhurst, NJ",TRUE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_5d2c9dbef0c87098,Data Engineer,/rc/clk?jk=5d2c9dbef0c87098&fccid=63f13c7128a08c88,AMG,"New York, NY",TRUE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_0b76a1465ca74504,Senior Ruby Developer,/rc/clk?jk=0b76a1465ca74504&fccid=ccd796b1d2d3e16b,Smith & Keller,"Brooklyn, NY",FALSE,13 days ago,ruby on rails,new york city,TRUE,FALSE,,,,,,TRUE,
p_7aaacaf5f362e041,Ruby on Rails Team Lead - Remote Opportunity,/rc/clk?jk=7aaacaf5f362e041&fccid=4a2d2fbadf14d480,Jobspring Partners,"New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_af4ded3d0f63d2d4,Front End/Full Stack Engineer,"/cmp/Looop,-Inc/jobs/Front-End-Full-Stack-Engineer-af4ded3d0f63d2d4?r=1&fccid=1c8ceaa4b5ee34c6","Looop, Inc","New York, NY",TRUE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_4d921a6b8f2fa167,Sr JavaScript Developer (NodeJS-ReactJS),"/cmp/Lifion,-by-ADP/jobs/Senior-Javascript-Developer-4d921a6b8f2fa167?r=1&fccid=5c4480be51f32705","Lifion, by ADP","New York, NY 10011 (Chelsea area)",TRUE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,TRUE,
p_15284385debf23f0,Technical Account Manager,/rc/clk?jk=15284385debf23f0&fccid=fe2d21eef233e94a,"Amazon Web Services, Inc.","New York, NY",FALSE,19 days ago,ruby on rails,new york city,TRUE,FALSE,,,,,,,
p_fbbcea3b121b77d4,Software Developer,/rc/clk?jk=fbbcea3b121b77d4&fccid=028ef7f5b4e7c045,Strategic IT Staffing,"New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_c5625973812115a2,Senior Software Engineer,/rc/clk?jk=c5625973812115a2&fccid=a4cd0efa7775ecd2,General Assembly,"New York, NY 10010 (Gramercy area)",TRUE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,TRUE,
p_041ad018c35aaee9,"Software Engineers Junior- Ruby, Python or PHP",/cmp/Gap-Exec/jobs/Software-Engineer-Junior-041ad018c35aaee9?r=1&fccid=4c2ea94224e66890,Gap Exec,"New York, NY",TRUE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_d89e0afd6359de83,Lead Ruby Developer – Director of Engineering,/rc/clk?jk=d89e0afd6359de83&fccid=ccd796b1d2d3e16b,Smith & Keller,"Manhattan, NY",FALSE,10 hours ago,ruby on rails,new york city,TRUE,FALSE,,,,,,,
p_b92e19347dbd7dc9,Full Stack Developer (Angular/ ROR),/rc/clk?jk=b92e19347dbd7dc9&fccid=e61ed906d23b8369,"Magnum Hunt, LLC","New York, NY 10001 (Chelsea area)",FALSE,29 days ago,ruby on rails,new york city,TRUE,TRUE,23/06/2016 14:49,,,,,,
p_a5a26595d8fee5c6,Senior Solutions Engineer - Enterprise,/rc/clk?jk=a5a26595d8fee5c6&fccid=ef6b42c591c6eabc,VDMS,"New York, NY",FALSE,28 days ago,ruby on rails,new york city,TRUE,FALSE,,,,,,TRUE,
p_0ccd5452903b8028,Infrastructure Engineer,/rc/clk?jk=0ccd5452903b8028&fccid=c618ba0d5e55039b,Paperless Post,"New York, NY",TRUE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_20ae8be5ef246261,Senior Ruby on Rails Developer,/rc/clk?jk=20ae8be5ef246261&fccid=1d60172167b02068,Execu | Search,"New York, NY",FALSE,10 days ago,ruby on rails,new york city,TRUE,FALSE,,,,,,TRUE,
p_66f34a41649081ee,"Project Associate, Marketing",/cmp/AlphaSights/jobs/Project-Associate-66f34a41649081ee?r=1&fccid=830087e1f18d9071,AlphaSights,"New York, NY 10036 (Clinton area)",TRUE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
pj_5a5641f1ce973689,Full Stack Developer,/pagead/clk?mo=r&ad=-6NYlbfkN0AKrwUNJLpV3-EAlGWlql7JrP_P3Bl7SWTDPQ67ni7DdyxGhfZJjiONQvrPC-Y1X9iXkeZ0pxlaUYCx2LToeTZdlNjxMUyluL6ctFqueVoRhczAM4C0DfX-CDJMSnerokXOXEd5S4Wao0z8G8wCw7KC90R8iVeuz087HgwAuVL5rEb0wwnND7d_yHPrvKJYEUa_KQiniklTL-Zf4SZsORs5N5rUCZFxtPmOOgqFgQi8VNa5O8pOR-6G6KBGoRVcStYFnb8eneOBURJD9NSDV1YEytRifUGp-AcRyIniclHHOPB_8XfBSfeh7pl1UanyrJPYapp_F3knGlWhxOu7pp8LcbfWsZg6p9cek_doTbLStDc-pTkRU94Y_tDVeLJ_j83uJKEs-JHwAGgxoULZI5w3Drn1DgfijUFD22l4JybBBIH2TQ7WG5akQ0hTV57tiomqm-uAi6J_nW4wL2aOVPr1KjNlTmpVe9WgamE9kMINAUp4lH8kFe1QfGEMGxk89u6PQ7Hg8r6rEzh3Tn5eZT4G-_Pmnd5QDymT9HoTwpIpzqCO41b_2ABTX3mAwqt1yB1zVKriQHsudN7rZazU-3_Loy416kc-N5xkh1FdHanhBpgdUkwfikNEmwzcAJ5hhV85NHYlRPFO1obsOUamDG6Wov2xhDbZGgi7rtgPUG5MQSGmMk7C0Neti8K1Chncq0R5udfTABll0mqtXSBn1wxzb8av5iRYbN6gfIfrKSpsblm05KsmJDRhx3SWZLVm07PZ8jYL3XKOVfp-FpqCeuw2RM1ERkcEf57SVF4eMgg9zXkDhlWOWr8lDYKiRELF16lX4F-b0RohdEYQ4nQByXvOWUEBFZKI7Yw=&p=3&sk=&fvj=0,Michael Page US,"New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_2a575932c795495e,Junior .Net Developer,/cmp/Publishers-Clearing-House/jobs/Junior-Net-Developer-2a575932c795495e?r=1&fccid=f6d2d570b6dad183,Publishers Clearing House,"Port Washington, NY 11050",TRUE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_5a5641f1ce973689,Full Stack Developer,/rc/clk?jk=5a5641f1ce973689&fccid=77087bd1709a8148,Michael Page US,"New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_ab5b0d31d0070968,Digital Banking Data and Integration Specialist,/rc/clk?jk=ab5b0d31d0070968&fccid=8068163025d0d1c1,Platinion,"New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_b983b8764f7a239e,Senior Cloud Engineer,/rc/clk?jk=b983b8764f7a239e&fccid=33167ff346382db1,A+E Networks,"New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,TRUE,
p_cd32e9986554a027,"Senior Software Engineer, Web Applications",/rc/clk?jk=cd32e9986554a027&fccid=d55ba0bc1050147f,FiscalNote,"New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,TRUE,
p_50d3106048ad0d39,Senior Lead Cloud Engineer,/rc/clk?jk=50d3106048ad0d39&fccid=3e34ac4ae73849ba,Medidata Solutions,"New York, NY 10003 (Greenwich Village area)",FALSE,24 days ago,ruby on rails,new york city,TRUE,FALSE,,,,,,TRUE,
p_bf5d2467a18cdd42,Senior Ruby Engineer,/cmp/Synergy-Interactive-Solutions/jobs/Senior-Ruby-Engineer-bf5d2467a18cdd42?r=1&fccid=9f8800bd16fafc26,Synergy Interactive Solutions,"New York, NY",TRUE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,TRUE,
p_2bda871728f57fe0,Ruby Applications Developer,/rc/clk?jk=2bda871728f57fe0&fccid=ccd796b1d2d3e16b,Smith & Keller,"Brooklyn, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_dca872c8ff3156cd,Software Development Manager,/rc/clk?jk=dca872c8ff3156cd&fccid=5b0288fa591ac208,DEPARTMENT OF TRANSPORTATION,"Manhattan, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_e0ceb0c27355c107,VP of Engineering,/rc/clk?jk=e0ceb0c27355c107&fccid=a6920e0a635e5c4e,Workbridge Associates,"New York, NY",FALSE,26 days ago,ruby on rails,new york city,TRUE,FALSE,,,,,,,
pj_baebdfcbb66abd33,"Sr Software Engineer - Basking Ridge, NJ",/pagead/clk?mo=r&ad=-6NYlbfkN0De5ZxCch2tH34NZ4nFLn4SV6g4XiqD8nqdAvGDkugK1sicUe7ltXya9f89P4v0RLaLyTVfort_edRmyCjvvACtHThVMYyMy-hq1a_MFsBtomFr_lJGvbkNyDtVOAH16WfxuFShJrRjsT5x4StVAu47ttVDooKETZuJ7vo1v9k3Gn6iB4pt45LZuclVhi5og0golJxtXQW-BVVV-IrZyAJlzvpGyx26sV32FrJIj72Y55t2x1H3b7W6Xz0xkIpqJxcx5AwDl1t4wd4aFc3nOuGapgQ4_zg__Jsf-iwycNkfdDIGHWdWHich9Oe7HZA924cZdo_qdYV83vZ3Y-QyMMH-f9JFzqbc0sHJSHlnmybCldcsnw1kbS2gWbAsgjqZ2zSHeZw6ZuYf272qycusJZfu&p=3&sk=&fvj=0,UnitedHealth Group,"Basking Ridge, NJ",FALSE,27 days ago,ruby on rails,new york city,FALSE,,,,,,,TRUE,
p_23f4af51ebc4e167,McKinsey Digital Labs - Front-End Developer,/rc/clk?jk=23f4af51ebc4e167&fccid=6576e7250aa78c3c,McKinsey & Company,"New York, NY 10022 (Midtown area)",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_db71fd13e71cec4b,Automation & Internal Tools Developer,/rc/clk?jk=db71fd13e71cec4b&fccid=f2df7c5273bc85c9,Shulman Fleming & Partners,"New York, NY",TRUE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_9f6976c7f4e8c353,"Software Engineer, Business Core",/cmp/AlphaSights/jobs/Software-Engineer-9f6976c7f4e8c353?r=1&fccid=830087e1f18d9071,AlphaSights,"New York, NY 10036 (Clinton area)",TRUE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_2a7c5fff795145bc,Ruby On Rails Developer,/rc/clk?jk=2a7c5fff795145bc&fccid=090f09c80577bdab,Net2Source,"Lyndhurst, NJ",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_5024e681d33c4aa1,JDE Techno/Functional SME,/rc/clk?jk=5024e681d33c4aa1&fccid=34cc52740e2971c2,Casper,"New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_86a9179c2955b900,Fullstack Web Developer,/rc/clk?jk=86a9179c2955b900&fccid=a6920e0a635e5c4e,Workbridge Associates,"New York, NY",FALSE,14 days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_7cde68035df13093,Senior Solution Architect,/rc/clk?jk=7cde68035df13093&fccid=f6ce40c91e89f80b,Diverse Lynx,"Jersey City, NJ",FALSE,19 days ago,ruby on rails,new york city,FALSE,,,,,,,TRUE,
p_099084778866ac91,Solution Architect,/rc/clk?jk=099084778866ac91&fccid=734cb5a01ee60f80,Microsoft,"New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_4375a6433c17218b,Chief Technology Officer / CTO (Startup),/cmp/Regard/jobs/Chief-Technology-Officer-4375a6433c17218b?r=1&fccid=f1a5a14cbd0d419a,Regard,"New York, NY 10028 (Upper East Side area)",TRUE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_6635021348eb3bbc,Full Stack Engineer,/rc/clk?jk=6635021348eb3bbc&fccid=f2df7c5273bc85c9,Shulman Fleming & Partners,"New York, NY",TRUE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_3f3d161c4b3227f1,Senior Full Stack Engineer,/rc/clk?jk=3f3d161c4b3227f1&fccid=9c4a6b96270e0da2,StockTwits,"New York, NY",TRUE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,TRUE,
p_4cfced8d53bb1897,Lead Software Engineer - iOS,/rc/clk?jk=4cfced8d53bb1897&fccid=8cf32c3f09e899f7,Betterment LLC,"New York, NY 10013 (Tribeca area)",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_a7f17dacb7f4c52e,Digital Banking Lead Developer,/rc/clk?jk=a7f17dacb7f4c52e&fccid=8068163025d0d1c1,Platinion,"New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_28accbcd0bf8d3d3,Sr. Frontend Engineer,/rc/clk?jk=28accbcd0bf8d3d3&fccid=a7ffaac5586ee69a,AiCure,"New York, NY",TRUE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,TRUE,
p_afb8d607e24114f3,Lead Developer – Web Front End,/rc/clk?jk=afb8d607e24114f3&fccid=ccd796b1d2d3e16b,Smith & Keller,"New York, NY",FALSE,12 days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_d349822c879104ad,Senior Ruby on Rails Developer,"/cmp/Talentlogic,-Inc/jobs/Senior-Ruby-Rail-Developer-d349822c879104ad?r=1&fccid=a890bfe10053cff7","Talentlogic, Inc","New York, NY",TRUE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,TRUE,
p_964b9051e38ee50a,Lead Software Engineer- Marketplace,/rc/clk?jk=964b9051e38ee50a&fccid=552df64630222882,XO Group,"New York, NY 10007 (Financial District area)",TRUE,29 days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_a90ca32bcb13ef91,Ruby on Rails Developer,/rc/clk?jk=a90ca32bcb13ef91&fccid=1d60172167b02068,Execu | Search,"New York, NY",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_a47c55527422cb9b,Front End Engineer,/cmp/PowerToFly/jobs/Front-End-Engineer-a47c55527422cb9b?r=1&fccid=4320934e3214d865,PowerToFly for Hillary Clinton Campaign,"Brooklyn, NY",TRUE,23 days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_bb2289710612f381,Front End Engineer,/cmp/PowerToFly/jobs/Front-End-Engineer-bb2289710612f381?r=1&fccid=4320934e3214d865,PowerToFly for Hillary for America,"Brooklyn, NY",TRUE,30 days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_112c7cbcc0795878,Java Software Achitect - Road Warrior,/rc/clk?jk=112c7cbcc0795878&fccid=7ded8b45f9a34755,Howard Systems International,"New York, NY 10055 (Midtown area)",FALSE,30+ days ago,ruby on rails,new york city,FALSE,,,,,,,,
p_ad5dd880625d8214,Senior Software Engineer - Ruby on Rails,/cmp/TEEMA/jobs/Senior-Software-Engineer-ad5dd880625d8214?r=1&fccid=b43afc08eead9ebd,TEEMA,"New York, NY",TRUE,3 days ago,ruby on rails,new york city,FALSE,,,,,,,TRUE,
